Name,Coef.,Std. Error,Lower 95%,Upper 95%
D,0.034155579431197534,0.001636182227493778,0.0309487211931652,0.037362437669229864
σ,16.859780405386868,0.4284138124274001,16.020104762549664,17.69945604822407
