DISTANCE,IBD_LEFT,IBD_RIGHT,IBD_MID,NR_PAIRS,COUNT,DISTANCE_INDEX,BIN_INDEX
1081.789357,0.025,0.05,0.037500000000000006,1,1,164,3

1081.693183,0.004,0.01,0.007,1,23,165,1

1081.693183,0.01,0.025,0.0175,1,5,165,2

1081.693183,0.025,0.05,0.037500000000000006,1,1,165,3

1081.75488,0.004,0.01,0.007,1,32,166,1

1081.75488,0.01,0.025,0.0175,1,6,166,2

1081.75488,0.025,0.05,0.037500000000000006,1,2,166,3

1081.743105,0.004,0.01,0.007,1,32,167,1

1081.743105,0.01,0.025,0.0175,1,7,167,2

1081.743105,0.025,0.05,0.037500000000000006,1,3,167,3

1081.703107,0.004,0.01,0.007,1,24,168,1

1081.703107,0.01,0.025,0.0175,1,8,168,2

1081.703107,0.025,0.05,0.037500000000000006,1,2,168,3

1081.750708,0.004,0.01,0.007,1,24,169,1

1081.750708,0.01,0.025,0.0175,1,13,169,2

1081.750708,0.025,0.05,0.037500000000000006,1,1,169,3

1081.738978,0.004,0.01,0.007,1,21,170,1

1081.738978,0.01,0.025,0.0175,1,9,170,2

1081.738978,0.025,0.05,0.037500000000000006,1,2,170,3

1081.738538,0.004,0.01,0.007,1,23,171,1

1081.738538,0.01,0.025,0.0175,1,10,171,2

1081.738538,0.025,0.05,0.037500000000000006,1,2,171,3

1081.806827,0.004,0.01,0.007,1,28,172,1

1081.806827,0.01,0.025,0.0175,1,7,172,2

1081.806827,0.025,0.05,0.037500000000000006,1,2,172,3

1081.766819,0.004,0.01,0.007,1,18,173,1

1081.766819,0.01,0.025,0.0175,1,7,173,2

1081.766819,0.025,0.05,0.037500000000000006,1,2,173,3

1716.058839,0.004,0.01,0.007,1,17,174,1

1716.058839,0.01,0.025,0.0175,1,8,174,2

1716.058839,0.025,0.05,0.037500000000000006,1,3,174,3

1716.024183,0.004,0.01,0.007,1,21,175,1

1716.024183,0.01,0.025,0.0175,1,12,175,2

1716.024183,0.025,0.05,0.037500000000000006,1,1,175,3

1716.014808,0.004,0.01,0.007,1,23,176,1

1716.014808,0.01,0.025,0.0175,1,15,176,2

1716.014808,0.025,0.05,0.037500000000000006,1,1,176,3

1716.011568,0.004,0.01,0.007,1,18,177,1

1716.011568,0.01,0.025,0.0175,1,3,177,2

1716.011568,0.025,0.05,0.037500000000000006,1,3,177,3

1899.900318,0.004,0.01,0.007,1,19,178,1

1899.900318,0.01,0.025,0.0175,1,7,178,2

1899.900318,0.025,0.05,0.037500000000000006,1,1,178,3

1899.924612,0.004,0.01,0.007,1,27,179,1

1899.924612,0.01,0.025,0.0175,1,7,179,2

1899.924612,0.025,0.05,0.037500000000000006,1,0,179,3

1899.852393,0.004,0.01,0.007,1,21,180,1

1899.852393,0.01,0.025,0.0175,1,8,180,2

1899.852393,0.025,0.05,0.037500000000000006,1,2,180,3

1899.950593,0.004,0.01,0.007,1,17,181,1

1899.950593,0.01,0.025,0.0175,1,9,181,2

1899.950593,0.025,0.05,0.037500000000000006,1,2,181,3

1899.938215,0.004,0.01,0.007,1,22,182,1

1899.938215,0.01,0.025,0.0175,1,10,182,2

1899.938215,0.025,0.05,0.037500000000000006,1,2,182,3

1899.98683,0.004,0.01,0.007,1,22,183,1

1899.98683,0.01,0.025,0.0175,1,5,183,2

1899.98683,0.025,0.05,0.037500000000000006,1,2,183,3

1899.970248,0.004,0.01,0.007,1,18,184,1

1899.970248,0.01,0.025,0.0175,1,7,184,2

1899.970248,0.025,0.05,0.037500000000000006,1,2,184,3

1899.926063,0.004,0.01,0.007,1,18,185,1

1899.926063,0.01,0.025,0.0175,1,6,185,2

1899.926063,0.025,0.05,0.037500000000000006,1,1,185,3

1899.966484,0.004,0.01,0.007,1,17,186,1

1899.966484,0.01,0.025,0.0175,1,5,186,2

1899.966484,0.025,0.05,0.037500000000000006,1,1,186,3

0.084008,0.004,0.01,0.007,1,34,187,1

0.084008,0.01,0.025,0.0175,1,14,187,2

0.084008,0.025,0.05,0.037500000000000006,1,1,187,3

0.011147,0.004,0.01,0.007,1,33,188,1

0.011147,0.01,0.025,0.0175,1,19,188,2

0.011147,0.025,0.05,0.037500000000000006,1,2,188,3

0.056899,0.004,0.01,0.007,1,43,189,1

0.056899,0.01,0.025,0.0175,1,11,189,2

0.056899,0.025,0.05,0.037500000000000006,1,4,189,3

0.068226,0.004,0.01,0.007,1,41,190,1

0.068226,0.01,0.025,0.0175,1,14,190,2

0.068226,0.025,0.05,0.037500000000000006,1,1,190,3

0.05863,0.004,0.01,0.007,1,32,191,1

0.05863,0.01,0.025,0.0175,1,17,191,2

0.05863,0.025,0.05,0.037500000000000006,1,2,191,3

388.459465,0.004,0.01,0.007,1,30,192,1

388.459465,0.01,0.025,0.0175,1,8,192,2

388.459465,0.025,0.05,0.037500000000000006,1,1,192,3

388.489149,0.004,0.01,0.007,1,40,193,1

388.489149,0.01,0.025,0.0175,1,15,193,2

388.489149,0.025,0.05,0.037500000000000006,1,1,193,3

388.514797,0.004,0.01,0.007,1,35,194,1

388.514797,0.01,0.025,0.0175,1,11,194,2

388.514797,0.025,0.05,0.037500000000000006,1,2,194,3

2502.481724,0.004,0.01,0.007,1,15,195,1

2502.481724,0.01,0.025,0.0175,1,8,195,2

2502.481724,0.025,0.05,0.037500000000000006,1,1,195,3

2502.501107,0.004,0.01,0.007,1,17,196,1

2502.501107,0.01,0.025,0.0175,1,6,196,2

2502.501107,0.025,0.05,0.037500000000000006,1,2,196,3

2502.556505,0.004,0.01,0.007,1,25,197,1

2502.556505,0.01,0.025,0.0175,1,4,197,2

2502.556505,0.025,0.05,0.037500000000000006,1,1,197,3

743.121832,0.004,0.01,0.007,1,21,198,1

743.121832,0.01,0.025,0.0175,1,9,198,2

743.121832,0.025,0.05,0.037500000000000006,1,0,198,3

743.144861,0.004,0.01,0.007,1,22,199,1

743.144861,0.01,0.025,0.0175,1,7,199,2

743.144861,0.025,0.05,0.037500000000000006,1,1,199,3

743.200227,0.004,0.01,0.007,1,25,200,1

743.200227,0.01,0.025,0.0175,1,10,200,2

743.200227,0.025,0.05,0.037500000000000006,1,2,200,3

743.184006,0.004,0.01,0.007,1,25,201,1

743.184006,0.01,0.025,0.0175,1,6,201,2

743.184006,0.025,0.05,0.037500000000000006,1,0,201,3

743.128658,0.004,0.01,0.007,1,23,202,1

743.128658,0.01,0.025,0.0175,1,8,202,2

743.128658,0.025,0.05,0.037500000000000006,1,0,202,3

743.11943,0.004,0.01,0.007,1,24,203,1

743.11943,0.01,0.025,0.0175,1,11,203,2

743.11943,0.025,0.05,0.037500000000000006,1,3,203,3

743.11628,0.004,0.01,0.007,1,20,204,1

743.11628,0.01,0.025,0.0175,1,8,204,2

743.11628,0.025,0.05,0.037500000000000006,1,0,204,3

743.125311,0.004,0.01,0.007,1,24,205,1

743.125311,0.01,0.025,0.0175,1,5,205,2

743.125311,0.025,0.05,0.037500000000000006,1,3,205,3

743.168309,0.004,0.01,0.007,1,36,206,1

743.168309,0.01,0.025,0.0175,1,10,206,2

743.168309,0.025,0.05,0.037500000000000006,1,0,206,3

743.130279,0.004,0.01,0.007,1,25,207,1

743.130279,0.01,0.025,0.0175,1,8,207,2

743.130279,0.025,0.05,0.037500000000000006,1,4,207,3

1081.742259,0.004,0.01,0.007,1,34,208,1

1081.742259,0.01,0.025,0.0175,1,13,208,2

1081.742259,0.025,0.05,0.037500000000000006,1,0,208,3

1081.646084,0.004,0.01,0.007,1,25,209,1

1081.646084,0.01,0.025,0.0175,1,10,209,2

1081.646084,0.025,0.05,0.037500000000000006,1,0,209,3

1081.707781,0.004,0.01,0.007,1,31,210,1

1081.707781,0.01,0.025,0.0175,1,6,210,2

1081.707781,0.025,0.05,0.037500000000000006,1,2,210,3

1081.696006,0.004,0.01,0.007,1,26,211,1

1081.696006,0.01,0.025,0.0175,1,10,211,2

1081.696006,0.025,0.05,0.037500000000000006,1,0,211,3

1081.656008,0.004,0.01,0.007,1,29,212,1

1081.656008,0.01,0.025,0.0175,1,7,212,2

1081.656008,0.025,0.05,0.037500000000000006,1,3,212,3

1081.703609,0.004,0.01,0.007,1,31,213,1

1081.703609,0.01,0.025,0.0175,1,13,213,2

1081.703609,0.025,0.05,0.037500000000000006,1,1,213,3

1081.69188,0.004,0.01,0.007,1,22,214,1

1081.69188,0.01,0.025,0.0175,1,12,214,2

1081.69188,0.025,0.05,0.037500000000000006,1,3,214,3

1081.691439,0.004,0.01,0.007,1,37,215,1

1081.691439,0.01,0.025,0.0175,1,12,215,2

1081.691439,0.025,0.05,0.037500000000000006,1,2,215,3

1081.759729,0.004,0.01,0.007,1,33,216,1

1081.759729,0.01,0.025,0.0175,1,8,216,2

1081.759729,0.025,0.05,0.037500000000000006,1,0,216,3

1081.71972,0.004,0.01,0.007,1,27,217,1

1081.71972,0.01,0.025,0.0175,1,14,217,2

1081.71972,0.025,0.05,0.037500000000000006,1,1,217,3

1716.017814,0.004,0.01,0.007,1,23,218,1

1716.017814,0.01,0.025,0.0175,1,7,218,2

1716.017814,0.025,0.05,0.037500000000000006,1,1,218,3

1715.983158,0.004,0.01,0.007,1,28,219,1

1715.983158,0.01,0.025,0.0175,1,9,219,2

1715.983158,0.025,0.05,0.037500000000000006,1,1,219,3

1715.973785,0.004,0.01,0.007,1,31,220,1

1715.973785,0.01,0.025,0.0175,1,9,220,2

1715.973785,0.025,0.05,0.037500000000000006,1,1,220,3

1715.970544,0.004,0.01,0.007,1,22,221,1

1715.970544,0.01,0.025,0.0175,1,9,221,2

1715.970544,0.025,0.05,0.037500000000000006,1,1,221,3

1899.895238,0.004,0.01,0.007,1,26,222,1

1899.895238,0.01,0.025,0.0175,1,7,222,2

1899.895238,0.025,0.05,0.037500000000000006,1,2,222,3

1899.919531,0.004,0.01,0.007,1,22,223,1

1899.919531,0.01,0.025,0.0175,1,6,223,2

1899.919531,0.025,0.05,0.037500000000000006,1,2,223,3

1899.847313,0.004,0.01,0.007,1,20,224,1

1899.847313,0.01,0.025,0.0175,1,9,224,2

1899.847313,0.025,0.05,0.037500000000000006,1,0,224,3

1899.945514,0.004,0.01,0.007,1,18,225,1

1899.945514,0.01,0.025,0.0175,1,7,225,2

1899.945514,0.025,0.05,0.037500000000000006,1,2,225,3

1899.933133,0.004,0.01,0.007,1,22,226,1

1899.933133,0.01,0.025,0.0175,1,5,226,2

1899.933133,0.025,0.05,0.037500000000000006,1,0,226,3

1899.981749,0.004,0.01,0.007,1,29,227,1

1899.981749,0.01,0.025,0.0175,1,7,227,2

1899.981749,0.025,0.05,0.037500000000000006,1,1,227,3

1899.965168,0.004,0.01,0.007,1,20,228,1

1899.965168,0.01,0.025,0.0175,1,9,228,2

1899.965168,0.025,0.05,0.037500000000000006,1,1,228,3

1899.920983,0.004,0.01,0.007,1,29,229,1

1899.920983,0.01,0.025,0.0175,1,4,229,2

1899.920983,0.025,0.05,0.037500000000000006,1,1,229,3

1899.961404,0.004,0.01,0.007,1,23,230,1

1899.961404,0.01,0.025,0.0175,1,7,230,2

1899.961404,0.025,0.05,0.037500000000000006,1,0,230,3

0.082462,0.004,0.01,0.007,1,41,231,1

0.082462,0.01,0.025,0.0175,1,12,231,2

0.082462,0.025,0.05,0.037500000000000006,1,0,231,3

0.082567,0.004,0.01,0.007,1,20,232,1

0.082567,0.01,0.025,0.0175,1,18,232,2

0.082567,0.025,0.05,0.037500000000000006,1,1,232,3

0.02111,0.004,0.01,0.007,1,31,233,1

0.02111,0.01,0.025,0.0175,1,15,233,2

0.02111,0.025,0.05,0.037500000000000006,1,1,233,3

0.032046,0.004,0.01,0.007,1,41,234,1

0.032046,0.01,0.025,0.0175,1,8,234,2

0.032046,0.025,0.05,0.037500000000000006,1,3,234,3

388.478714,0.004,0.01,0.007,1,27,235,1

388.478714,0.01,0.025,0.0175,1,10,235,2

388.478714,0.025,0.05,0.037500000000000006,1,1,235,3

388.508402,0.004,0.01,0.007,1,32,236,1

388.508402,0.01,0.025,0.0175,1,11,236,2

388.508402,0.025,0.05,0.037500000000000006,1,0,236,3

388.534056,0.004,0.01,0.007,1,31,237,1

388.534056,0.01,0.025,0.0175,1,6,237,2

388.534056,0.025,0.05,0.037500000000000006,1,2,237,3

2502.512162,0.004,0.01,0.007,1,21,238,1

2502.512162,0.01,0.025,0.0175,1,8,238,2

2502.512162,0.025,0.05,0.037500000000000006,1,0,238,3

2502.531545,0.004,0.01,0.007,1,16,239,1

2502.531545,0.01,0.025,0.0175,1,12,239,2

2502.531545,0.025,0.05,0.037500000000000006,1,0,239,3

2502.586943,0.004,0.01,0.007,1,21,240,1

2502.586943,0.01,0.025,0.0175,1,4,240,2

2502.586943,0.025,0.05,0.037500000000000006,1,1,240,3

743.201837,0.004,0.01,0.007,1,28,241,1

743.201837,0.01,0.025,0.0175,1,14,241,2

743.201837,0.025,0.05,0.037500000000000006,1,0,241,3

743.224862,0.004,0.01,0.007,1,17,242,1

743.224862,0.01,0.025,0.0175,1,9,242,2

743.224862,0.025,0.05,0.037500000000000006,1,0,242,3

743.280229,0.004,0.01,0.007,1,31,243,1

743.280229,0.01,0.025,0.0175,1,12,243,2

743.280229,0.025,0.05,0.037500000000000006,1,3,243,3

743.264009,0.004,0.01,0.007,1,26,244,1

743.264009,0.01,0.025,0.0175,1,12,244,2

743.264009,0.025,0.05,0.037500000000000006,1,1,244,3

743.208662,0.004,0.01,0.007,1,26,245,1

743.208662,0.01,0.025,0.0175,1,7,245,2

743.208662,0.025,0.05,0.037500000000000006,1,3,245,3

743.199431,0.004,0.01,0.007,1,22,246,1

743.199431,0.01,0.025,0.0175,1,5,246,2

743.199431,0.025,0.05,0.037500000000000006,1,1,246,3

743.196284,0.004,0.01,0.007,1,24,247,1

743.196284,0.01,0.025,0.0175,1,9,247,2

743.196284,0.025,0.05,0.037500000000000006,1,1,247,3

743.205315,0.004,0.01,0.007,1,30,248,1

743.205315,0.01,0.025,0.0175,1,8,248,2

743.205315,0.025,0.05,0.037500000000000006,1,1,248,3

743.24831,0.004,0.01,0.007,1,24,249,1

743.24831,0.01,0.025,0.0175,1,3,249,2

743.24831,0.025,0.05,0.037500000000000006,1,1,249,3

743.210281,0.004,0.01,0.007,1,22,250,1

743.210281,0.01,0.025,0.0175,1,8,250,2

743.210281,0.025,0.05,0.037500000000000006,1,2,250,3

1081.802818,0.004,0.01,0.007,1,23,251,1

1081.802818,0.01,0.025,0.0175,1,6,251,2

1081.802818,0.025,0.05,0.037500000000000006,1,1,251,3

1081.706643,0.004,0.01,0.007,1,25,252,1

1081.706643,0.01,0.025,0.0175,1,14,252,2

1081.706643,0.025,0.05,0.037500000000000006,1,1,252,3

1081.76834,0.004,0.01,0.007,1,23,253,1

1081.76834,0.01,0.025,0.0175,1,5,253,2

1081.76834,0.025,0.05,0.037500000000000006,1,1,253,3

1081.756567,0.004,0.01,0.007,1,27,254,1

1081.756567,0.01,0.025,0.0175,1,8,254,2

1081.756567,0.025,0.05,0.037500000000000006,1,1,254,3

1081.716567,0.004,0.01,0.007,1,31,255,1

1081.716567,0.01,0.025,0.0175,1,6,255,2

1081.716567,0.025,0.05,0.037500000000000006,1,1,255,3

1081.76417,0.004,0.01,0.007,1,25,256,1

1081.76417,0.01,0.025,0.0175,1,11,256,2

1081.76417,0.025,0.05,0.037500000000000006,1,1,256,3

1081.752437,0.004,0.01,0.007,1,17,257,1

1081.752437,0.01,0.025,0.0175,1,6,257,2

1081.752437,0.025,0.05,0.037500000000000006,1,1,257,3

1081.751999,0.004,0.01,0.007,1,31,258,1

1081.751999,0.01,0.025,0.0175,1,9,258,2

1081.751999,0.025,0.05,0.037500000000000006,1,4,258,3

1081.820286,0.004,0.01,0.007,1,22,259,1

1081.820286,0.01,0.025,0.0175,1,3,259,2

1081.820286,0.025,0.05,0.037500000000000006,1,0,259,3

1081.780282,0.004,0.01,0.007,1,26,260,1

1081.780282,0.01,0.025,0.0175,1,11,260,2

1081.780282,0.025,0.05,0.037500000000000006,1,4,260,3

1716.101583,0.004,0.01,0.007,1,25,261,1

1716.101583,0.01,0.025,0.0175,1,9,261,2

1716.101583,0.025,0.05,0.037500000000000006,1,2,261,3

1716.066927,0.004,0.01,0.007,1,30,262,1

1716.066927,0.01,0.025,0.0175,1,11,262,2

1716.066927,0.025,0.05,0.037500000000000006,1,1,262,3

1716.057553,0.004,0.01,0.007,1,32,263,1

1716.057553,0.01,0.025,0.0175,1,11,263,2

1716.057553,0.025,0.05,0.037500000000000006,1,2,263,3

1716.054313,0.004,0.01,0.007,1,19,264,1

1716.054313,0.01,0.025,0.0175,1,2,264,2

1716.054313,0.025,0.05,0.037500000000000006,1,3,264,3

1899.950431,0.004,0.01,0.007,1,15,265,1

1899.950431,0.01,0.025,0.0175,1,3,265,2

1899.950431,0.025,0.05,0.037500000000000006,1,1,265,3

1899.974726,0.004,0.01,0.007,1,24,266,1

1899.974726,0.01,0.025,0.0175,1,6,266,2

1899.974726,0.025,0.05,0.037500000000000006,1,2,266,3

1899.902506,0.004,0.01,0.007,1,22,267,1

1899.902506,0.01,0.025,0.0175,1,8,267,2

1899.902506,0.025,0.05,0.037500000000000006,1,0,267,3

1900.000706,0.004,0.01,0.007,1,18,268,1

1900.000706,0.01,0.025,0.0175,1,6,268,2

1900.000706,0.025,0.05,0.037500000000000006,1,5,268,3

1899.988329,0.004,0.01,0.007,1,17,269,1

1899.988329,0.01,0.025,0.0175,1,9,269,2

1899.988329,0.025,0.05,0.037500000000000006,1,1,269,3

1900.036944,0.004,0.01,0.007,1,26,270,1

1900.036944,0.01,0.025,0.0175,1,11,270,2

1900.036944,0.025,0.05,0.037500000000000006,1,0,270,3

1900.020361,0.004,0.01,0.007,1,19,271,1

1900.020361,0.01,0.025,0.0175,1,9,271,2

1900.020361,0.025,0.05,0.037500000000000006,1,0,271,3

1899.976176,0.004,0.01,0.007,1,19,272,1

1899.976176,0.01,0.025,0.0175,1,5,272,2

1899.976176,0.025,0.05,0.037500000000000006,1,3,272,3

1900.016597,0.004,0.01,0.007,1,17,273,1

1900.016597,0.01,0.025,0.0175,1,6,273,2

1900.016597,0.025,0.05,0.037500000000000006,1,2,273,3

0.066518,0.004,0.01,0.007,1,37,274,1

0.066518,0.01,0.025,0.0175,1,22,274,2

0.066518,0.025,0.05,0.037500000000000006,1,3,274,3

0.064807,0.004,0.01,0.007,1,47,275,1

0.064807,0.01,0.025,0.0175,1,22,275,2

0.064807,0.025,0.05,0.037500000000000006,1,3,275,3

0.054337,0.004,0.01,0.007,1,40,276,1

0.054337,0.01,0.025,0.0175,1,14,276,2

0.054337,0.025,0.05,0.037500000000000006,1,1,276,3

388.449363,0.004,0.01,0.007,1,28,277,1

388.449363,0.01,0.025,0.0175,1,15,277,2

388.449363,0.025,0.05,0.037500000000000006,1,3,277,3

388.479047,0.004,0.01,0.007,1,26,278,1

388.479047,0.01,0.025,0.0175,1,10,278,2

388.479047,0.025,0.05,0.037500000000000006,1,1,278,3

388.504695,0.004,0.01,0.007,1,36,279,1

388.504695,0.01,0.025,0.0175,1,14,279,2

388.504695,0.025,0.05,0.037500000000000006,1,1,279,3

2502.472375,0.004,0.01,0.007,1,19,280,1

2502.472375,0.01,0.025,0.0175,1,3,280,2

2502.472375,0.025,0.05,0.037500000000000006,1,0,280,3

2502.491758,0.004,0.01,0.007,1,17,281,1

2502.491758,0.01,0.025,0.0175,1,7,281,2

2502.491758,0.025,0.05,0.037500000000000006,1,0,281,3

2502.547156,0.004,0.01,0.007,1,22,282,1

2502.547156,0.01,0.025,0.0175,1,6,282,2

2502.547156,0.025,0.05,0.037500000000000006,1,2,282,3

743.127324,0.004,0.01,0.007,1,21,283,1

743.127324,0.01,0.025,0.0175,1,4,283,2

743.127324,0.025,0.05,0.037500000000000006,1,0,283,3

743.150353,0.004,0.01,0.007,1,27,284,1

743.150353,0.01,0.025,0.0175,1,4,284,2

743.150353,0.025,0.05,0.037500000000000006,1,1,284,3

743.205719,0.004,0.01,0.007,1,25,285,1

743.205719,0.01,0.025,0.0175,1,7,285,2

743.205719,0.025,0.05,0.037500000000000006,1,2,285,3

743.189498,0.004,0.01,0.007,1,25,286,1

743.189498,0.01,0.025,0.0175,1,5,286,2

743.189498,0.025,0.05,0.037500000000000006,1,0,286,3

743.13415,0.004,0.01,0.007,1,22,287,1

743.13415,0.01,0.025,0.0175,1,8,287,2

743.13415,0.025,0.05,0.037500000000000006,1,1,287,3

743.124922,0.004,0.01,0.007,1,23,288,1

743.124922,0.01,0.025,0.0175,1,7,288,2

743.124922,0.025,0.05,0.037500000000000006,1,0,288,3

743.121771,0.004,0.01,0.007,1,27,289,1

743.121771,0.01,0.025,0.0175,1,8,289,2

743.121771,0.025,0.05,0.037500000000000006,1,3,289,3

743.130802,0.004,0.01,0.007,1,24,290,1

743.130802,0.01,0.025,0.0175,1,4,290,2

743.130802,0.025,0.05,0.037500000000000006,1,1,290,3

743.173802,0.004,0.01,0.007,1,27,291,1

743.173802,0.01,0.025,0.0175,1,7,291,2

743.173802,0.025,0.05,0.037500000000000006,1,0,291,3

743.135771,0.004,0.01,0.007,1,26,292,1

743.135771,0.01,0.025,0.0175,1,6,292,2

743.135771,0.025,0.05,0.037500000000000006,1,3,292,3

1081.751459,0.004,0.01,0.007,1,18,293,1

1081.751459,0.01,0.025,0.0175,1,8,293,2

1081.751459,0.025,0.05,0.037500000000000006,1,1,293,3

1081.655285,0.004,0.01,0.007,1,23,294,1

1081.655285,0.01,0.025,0.0175,1,9,294,2

1081.655285,0.025,0.05,0.037500000000000006,1,2,294,3

1081.716982,0.004,0.01,0.007,1,23,295,1

1081.716982,0.01,0.025,0.0175,1,3,295,2

1081.716982,0.025,0.05,0.037500000000000006,1,3,295,3

1081.705207,0.004,0.01,0.007,1,27,296,1

1081.705207,0.01,0.025,0.0175,1,9,296,2

1081.705207,0.025,0.05,0.037500000000000006,1,2,296,3

1081.665209,0.004,0.01,0.007,1,20,297,1

1081.665209,0.01,0.025,0.0175,1,6,297,2

1081.665209,0.025,0.05,0.037500000000000006,1,2,297,3

1081.712809,0.004,0.01,0.007,1,24,298,1

1081.712809,0.01,0.025,0.0175,1,8,298,2

1081.712809,0.025,0.05,0.037500000000000006,1,0,298,3

1081.70108,0.004,0.01,0.007,1,20,299,1

1081.70108,0.01,0.025,0.0175,1,7,299,2

1081.70108,0.025,0.05,0.037500000000000006,1,4,299,3

1081.70064,0.004,0.01,0.007,1,25,300,1

1081.70064,0.01,0.025,0.0175,1,8,300,2

1081.70064,0.025,0.05,0.037500000000000006,1,2,300,3

1081.76893,0.004,0.01,0.007,1,17,301,1

1081.76893,0.01,0.025,0.0175,1,7,301,2

1081.76893,0.025,0.05,0.037500000000000006,1,0,301,3

1081.72892,0.004,0.01,0.007,1,24,302,1

1081.72892,0.01,0.025,0.0175,1,7,302,2

1081.72892,0.025,0.05,0.037500000000000006,1,0,302,3

1716.020902,0.004,0.01,0.007,1,29,303,1

1716.020902,0.01,0.025,0.0175,1,7,303,2

1716.020902,0.025,0.05,0.037500000000000006,1,2,303,3

1715.986246,0.004,0.01,0.007,1,18,304,1

1715.986246,0.01,0.025,0.0175,1,9,304,2

1715.986246,0.025,0.05,0.037500000000000006,1,1,304,3

1715.976872,0.004,0.01,0.007,1,23,305,1

1715.976872,0.01,0.025,0.0175,1,9,305,2

1715.976872,0.025,0.05,0.037500000000000006,1,1,305,3

1715.973632,0.004,0.01,0.007,1,21,306,1

1715.973632,0.01,0.025,0.0175,1,9,306,2

1715.973632,0.025,0.05,0.037500000000000006,1,1,306,3

1899.888502,0.004,0.01,0.007,1,24,307,1

1899.888502,0.01,0.025,0.0175,1,5,307,2

1899.888502,0.025,0.05,0.037500000000000006,1,0,307,3

1899.912796,0.004,0.01,0.007,1,23,308,1

1899.912796,0.01,0.025,0.0175,1,3,308,2

1899.912796,0.025,0.05,0.037500000000000006,1,1,308,3

1899.840578,0.004,0.01,0.007,1,19,309,1

1899.840578,0.01,0.025,0.0175,1,4,309,2

1899.840578,0.025,0.05,0.037500000000000006,1,1,309,3

1899.938779,0.004,0.01,0.007,1,17,310,1

1899.938779,0.01,0.025,0.0175,1,6,310,2

1899.938779,0.025,0.05,0.037500000000000006,1,1,310,3

1899.926399,0.004,0.01,0.007,1,20,311,1

1899.926399,0.01,0.025,0.0175,1,9,311,2

1899.926399,0.025,0.05,0.037500000000000006,1,0,311,3

1899.975014,0.004,0.01,0.007,1,20,312,1

1899.975014,0.01,0.025,0.0175,1,5,312,2

1899.975014,0.025,0.05,0.037500000000000006,1,3,312,3

1899.958432,0.004,0.01,0.007,1,20,313,1

1899.958432,0.01,0.025,0.0175,1,6,313,2

1899.958432,0.025,0.05,0.037500000000000006,1,1,313,3

1899.914247,0.004,0.01,0.007,1,13,314,1

1899.914247,0.01,0.025,0.0175,1,3,314,2

1899.914247,0.025,0.05,0.037500000000000006,1,1,314,3

1899.954668,0.004,0.01,0.007,1,26,315,1

1899.954668,0.01,0.025,0.0175,1,9,315,2

1899.954668,0.025,0.05,0.037500000000000006,1,1,315,3

0.080313,0.004,0.01,0.007,1,46,316,1

0.080313,0.01,0.025,0.0175,1,18,316,2

0.080313,0.025,0.05,0.037500000000000006,1,0,316,3

0.077836,0.004,0.01,0.007,1,41,317,1

0.077836,0.01,0.025,0.0175,1,22,317,2

0.077836,0.025,0.05,0.037500000000000006,1,6,317,3

388.515798,0.004,0.01,0.007,1,30,318,1

388.515798,0.01,0.025,0.0175,1,15,318,2

388.515798,0.025,0.05,0.037500000000000006,1,0,318,3

388.545483,0.004,0.01,0.007,1,25,319,1

388.545483,0.01,0.025,0.0175,1,8,319,2

388.545483,0.025,0.05,0.037500000000000006,1,6,319,3

388.571131,0.004,0.01,0.007,1,38,320,1

388.571131,0.01,0.025,0.0175,1,10,320,2

388.571131,0.025,0.05,0.037500000000000006,1,2,320,3

2502.538623,0.004,0.01,0.007,1,16,321,1

2502.538623,0.01,0.025,0.0175,1,7,321,2

2502.538623,0.025,0.05,0.037500000000000006,1,1,321,3

2502.558006,0.004,0.01,0.007,1,20,322,1

2502.558006,0.01,0.025,0.0175,1,7,322,2

2502.558006,0.025,0.05,0.037500000000000006,1,1,322,3

2502.613404,0.004,0.01,0.007,1,14,323,1

2502.613404,0.01,0.025,0.0175,1,5,323,2

2502.613404,0.025,0.05,0.037500000000000006,1,2,323,3

743.125377,0.004,0.01,0.007,1,15,324,1

743.125377,0.01,0.025,0.0175,1,7,324,2

743.125377,0.025,0.05,0.037500000000000006,1,0,324,3

743.148399,0.004,0.01,0.007,1,22,325,1

743.148399,0.01,0.025,0.0175,1,10,325,2

743.148399,0.025,0.05,0.037500000000000006,1,2,325,3

743.203769,0.004,0.01,0.007,1,24,326,1

743.203769,0.01,0.025,0.0175,1,11,326,2

