DISTANCE,IBD_LEFT,IBD_RIGHT,IBD_MID,NR_PAIRS,COUNT,DISTANCE_INDEX,BIN_INDEX
743.164976,0.025,0.05,0.037500000000000006,1,2,159,3

743.161825,0.004,0.01,0.007,1,23,160,1

743.161825,0.01,0.025,0.0175,1,6,160,2

743.161825,0.025,0.05,0.037500000000000006,1,3,160,3

743.170856,0.004,0.01,0.007,1,21,161,1

743.170856,0.01,0.025,0.0175,1,4,161,2

743.170856,0.025,0.05,0.037500000000000006,1,0,161,3

743.213855,0.004,0.01,0.007,1,31,162,1

743.213855,0.01,0.025,0.0175,1,11,162,2

743.213855,0.025,0.05,0.037500000000000006,1,0,162,3

743.175824,0.004,0.01,0.007,1,26,163,1

743.175824,0.01,0.025,0.0175,1,7,163,2

743.175824,0.025,0.05,0.037500000000000006,1,0,163,3

1081.789357,0.004,0.01,0.007,1,34,164,1

1081.789357,0.01,0.025,0.0175,1,9,164,2

