Name,Coef.,Std. Error,Lower 95%,Upper 95%
D,0.17487386870334037,0.04346935310228381,0.08967550219160948,0.2600722352150713
β,0.6410708043202702,0.020241618553311722,0.6013979609669814,0.680743647673559
σ,31.410701690789328,4.162518941534022,23.252314480416842,39.56908890116181
