Name,Coef.,Std. Error,Lower 95%,Upper 95%
D,0.0006743634694486192,3.714456019010039e-5,0.000601561469254442,0.0007471654696427964
β,0.2009871485072745,0.01047659820721254,0.18045339334064098,0.22152090367390803
σ,221.43449568814924,4.688609925366212,212.2449890968744,230.62400227942408
