Name,Coef.,Std. Error,Lower 95%,Upper 95%
D,0.00028101647839378263,1.2147382755619716e-5,0.00025720804568634504,0.0003048249111012202
σ,237.21609356293814,6.064066775527754,225.33074108305777,249.1014460428185
