Name,Coef.,Std. Error,Lower 95%,Upper 95%
D,0.025914658365708745,0.0022194588876631614,0.02156459888072161,0.03026471785069588
σ,21.422635171644075,0.9850588260440718,19.491955349944384,23.353314993343766
